,Name,Genre,Rating,Votes,BoxOffice,Year
1487,Scouts Guide to the Zombie Apocalypse,"Action, Comedy, Horror",6.3,38894,"3,635,292",2015
1488,Spare Parts,Drama,7.3,9462,"3,610,933",2015
1489,A la mala,Comedy,6.4,2055,"3,599,835",2015
1490,We Are Your Friends,"Drama, Music, Romance",6.2,30796,"3,590,010",2015
1491,A Man Called Ove,"Comedy, Drama, Romance",7.7,35302,"3,358,518",2015
1492,Maggie's Plan,"Comedy, Drama, Romance",6.2,13547,"3,351,230",2015
1493,Green Room,"Horror, Music, Thriller",7,83807,"3,219,029",2015
1494,Ladrones,Comedy,4.8,228,"3,058,367",2015
1495,The End of the Tour,"Biography, Drama",7.3,24926,"2,993,669",2015
1496,Rock the Kasbah,"Comedy, Music, War",5.5,9094,"2,982,281",2015
1497,Youth,"Comedy, Drama, Music",7.3,61949,"2,698,509",2015
1498,Yip Man 3,"Action, Biography, Drama",7.1,36434,"2,679,437",2015
1499,Chi-Raq,"Comedy, Crime, Drama",5.7,7737,"2,647,377",2015
1500,Miles Ahead,"Biography, Drama, Music",6.4,8168,"2,610,719",2015
1501,Captive,"Action, Crime, Drama",5.4,5837,"2,557,668",2015
1502,Truth,"Biography, Drama, History",6.8,16492,"2,541,554",2015
1503,Mistress America,"Comedy, Drama",6.7,21843,"2,461,121",2015
1504,My All-American,"Biography, Drama, Sport",7.2,4777,"2,246,000",2015
1505,Jem and the Holograms,"Adventure, Drama, Family",4.2,6420,"2,184,640",2015
1506,The Dressmaker,"Comedy, Drama",7.1,43958,"2,021,399",2015
1507,A Bigger Splash,"Drama, Thriller",6.4,21790,"1,982,505",2015
1508,Tamasha,"Comedy, Drama, Romance",7.2,18865,"1,980,235",2015
1509,Demolition,"Comedy, Drama",7,73752,"1,978,592",2015
1510,Amsal,"Action, Drama, Thriller",7.3,4605,"1,904,682",2015
1511,Legend,"Biography, Crime, Drama",7,132133,"1,872,994",2015
1512,Desierto,"Drama, Thriller",6,7775,"1,828,933",2015
1513,Saul fia,"Drama, War",7.5,37199,"1,777,043",2015
1514,La passion d'Augustine,Drama,7.3,426,"1,721,676",2015
1515,The Vatican Tapes,"Horror, Thriller",4.9,14397,"1,712,111",2015
1516,I Saw the Light,"Biography, Drama, Music",5.7,5387,"1,646,468",2015
1517,Jane Got a Gun,"Action, Drama, Western",5.9,18340,"1,512,815",2015
1518,The Diary of a Teenage Girl,"Comedy, Drama, Romance",6.9,26003,"1,477,002",2015
1519,Lao pao er,"Action, Drama",7.1,2637,"1,415,450",2015
1520,Welcome Back,"Action, Comedy, Crime",4.2,4892,"1,388,365",2015
1521,The Cokeville Miracle,"Drama, Family, History",5.1,1787,"1,348,625",2015
1522,Le Petit Prince,"Animation, Adventure, Drama",7.8,47656,"1,339,152",2015
1523,Embrace of the Serpent,"Adventure, Drama",7.9,16208,"1,329,249",2015
1524,Lost in Hong Kong,"Action, Adventure, Comedy",5.4,1217,"1,302,281",2015
1525,Xia Luo te fan nao,Comedy,6.7,1597,"1,293,626",2015
1526,Xun Long Jue,"Action, Adventure, Drama",6,2772,"1,243,810",2015
1527,Beyond the Mask,"Action, Adventure, Drama",5,2473,"1,231,025",2015
1528,Child 44,"Crime, Drama, History",6.5,56801,"1,206,135",2015
1529,Beterang,"Action, Comedy, Crime",7,3658,"1,200,627",2015
1530,Miss You Already,"Comedy, Drama, Romance",6.8,14820,"1,162,653",2015
1531,Lazer Team,"Action, Comedy, Sci-Fi",5.6,8511,"1,149,878",2015
1532,Dough,"Comedy, Drama",6.2,1432,"1,142,315",2015
1533,Papa Hemingway in Cuba,"Biography, Drama",6.2,1126,"1,115,516",2015
1534,Macbeth,"Drama, History, War",6.6,47571,"1,108,247",2015
1535,The Overnight,"Comedy, Mystery",6.1,14404,"1,100,000",2015
1536,Faith of Our Fathers,Drama,3.5,531,"986,472",2015
1537,Singh Is Bliing,"Action, Comedy",5.4,6529,"919,095",2015
1538,Our Times,"Comedy, Romance",7.4,3540,"847,020",2015
1539,Mustang,Drama,7.6,29277,"845,464",2015
1540,Born to Be Blue,"Biography, Drama, Music",6.9,6497,"830,129",2015
1541,Sleeping with Other People,"Comedy, Drama, Romance",6.5,34318,"814,775",2015
1542,Drishyam,"Crime, Drama, Thriller",8.3,50639,"739,478",2015
1543,Once I Was a Beehive,"Comedy, Drama, Family",6.3,925,"732,655",2015
1544,Tangerine,"Comedy, Crime, Drama",7.1,21729,"701,837",2015
1545,Himalaya,"Adventure, Biography, Drama",6.4,707,"696,717",2015
1546,The D Train,"Comedy, Drama",5,9830,"660,994",2015
1547,The Stanford Prison Experiment,"Biography, Drama, History",6.9,30789,"643,557",2015
1548,Remember,"Drama, Mystery, Thriller",7.4,18004,"637,555",2015
1549,The Bronze,"Comedy, Drama, Sport",6,8728,"615,654",2015
1550,The Assassin,"Action, Drama, History",6.3,13629,"613,556",2015
1551,Detective Byomkesh Bakshy!,"Action, Drama, Mystery",7.6,13670,"579,055",2015
1552,A Tale of Love and Darkness,"Biography, Drama, History",6,2832,"569,381",2015
1553,Knight of Cups,"Drama, Romance",5.7,21356,"558,402",2015
1554,Freeheld,"Biography, Drama, Romance",6.5,10156,"532,988",2015
1555,By the Sea,"Drama, Romance",5.3,15380,"531,009",2015
1556,Marguerite,"Comedy, Drama, Music",7,4160,"496,161",2015
1557,Bilal: A New Breed of Hero,"Animation, Action, Adventure",8.2,15717,"490,515",2015
1558,Tang ren jie tan an,"Action, Comedy, Mystery",6.6,1195,"474,252",2015
1559,Our Little Sister,"Comedy, Drama",7.5,8770,"461,263",2015
1560,Shingeki no kyojin,"Action, Adventure, Drama",5.1,10663,"449,523",2015
1561,Zan men jie hun ba,"Comedy, Romance",5.6,129,"447,648",2015
1562,Bakemono no ko,"Animation, Action, Adventure",7.7,14918,"446,142",2015
1563,Brotherly Love,Drama,6.7,1476,"444,044",2015
1564,Under sandet,"Drama, History, War",7.8,25672,"435,266",2015
1565,Magnificent,"Comedy, Drama, Romance",3.7,4043,"433,541",2015
1566,Voiceless,"Drama, Thriller",2.1,187,"418,940",2015
1567,Freetown,"Action, Drama, Thriller",4.7,1142,"387,130",2015
1568,Que Horas Ela Volta?,"Comedy, Drama",7.8,10278,"375,723",2015
1569,Badlapur,"Action, Crime, Drama",7.5,18259,"370,843",2015
1570,Katti Batti,"Comedy, Drama, Romance",4.9,2400,"364,932",2015
1571,Aftermath,"Horror, Sci-Fi, Thriller",4.7,1404,"350,000",2015
1572,High-Rise,Drama,5.6,32202,"343,139",2015
1573,Talvar,"Crime, Drama, Mystery",8.2,23753,"342,370",2015
1574,Carter High,"Crime, Drama, Sport",5.1,416,"340,214",2015
1575,Yeonpyeong haejeon,"Drama, War",6.6,832,"324,719",2015
1576,Taxi,"Comedy, Drama",7.3,11302,"321,642",2015
1577,David and Goliath,"Action, Adventure, Drama",4.6,1727,"316,100",2015
1578,Shingeki no kyojin endo obu za wârudo,"Action, Drama, Fantasy",4.8,3641,"305,934",2015
1579,Francofonia,"Drama, History",6.6,2190,"302,762",2015
1580,Mia madre,Drama,6.8,6031,"301,664",2015
1581,Avril et le monde truqué,"Animation, Adventure, Comedy",7.3,5032,"294,313",2015
1582,Ixcanul,Drama,7.2,2131,"290,880",2015
1583,The Man in 3B,Mystery,5.1,475,"289,575",2015
1584,Go Away Mr. Tumor,"Comedy, Romance",6.6,843,"286,639",2015
1585,Der Staat gegen Fritz Bauer,"Biography, Drama, Thriller",7.1,3301,"277,636",2015
1586,Trois souvenirs de ma jeunesse,Drama,6.8,2695,"268,548",2015
1587,Brothers,"Action, Drama, Sport",6.7,10408,"266,175",2015
1588,Dheepan,"Crime, Drama",7.2,11681,"247,597",2015
1589,Shamitabh,Drama,6.8,6319,"241,720",2015
1590,The Family Fang,"Comedy, Drama, Mystery",6.1,6630,"240,067",2015
1591,Hamari Adhuri Kahani,"Drama, Romance",6.7,4443,"235,361",2015
1592,Miss Granny,"Comedy, Fantasy, Music",6.7,923,"234,573",2015
1593,The Invitation,"Drama, Horror, Mystery",6.7,63357,"231,703",2015
1594,Slow West,"Adventure, Western",6.9,36654,"229,094",2015
1595,Postmortem Of Love 2,"Comedy, Drama, Romance",7.3,12271,"222,856",2015
1596,Miss Hokusai,"Animation, Biography, Drama",6.7,2153,"216,202",2015
1597,Chocolate City,Drama,3.9,906,"212,223",2015
1598,Le dernier loup,"Adventure, Drama",6.7,4881,"210,591",2015
1599,Truman,"Comedy, Drama",7.3,9594,"208,799",2015
1600,Ho Mann Jahaan,"Drama, Musical",7.3,1453,"208,611",2015
1601,Phantom,"Action, Drama, Thriller",5.8,7457,"207,921",2015
1602,A Royal Night Out,"Comedy, Drama, Romance",6.5,7813,"197,973",2015
1603,Heneral Luna,"Action, Biography, History",7.8,1551,"195,580",2015
1604,Peng ran xing dong,Romance,5,122,"190,507",2015
1605,Maggie,"Drama, Horror",5.6,37718,"187,112",2015
1606,Shi gu,Drama,6.4,479,"186,908",2015
1607,Stonewall,Drama,5.1,2896,"186,354",2015
1608,El Clan,"Biography, Crime, Drama",7,10424,"186,255",2015
1609,Detective K: Secret of the Lost Island,"Action, Adventure, Comedy",6.3,371,"185,367",2015
1610,Premam,"Comedy, Drama, Romance",8.3,12565,"178,000",2015
1611,Viva,Drama,7.1,1412,"177,062",2015
1612,Bølgen,"Action, Drama, Thriller",6.7,25262,"176,637",2015
1613,Yellow Day,"Drama, Family, Fantasy",6.4,59,"173,819",2015
1614,The Fits,"Drama, Music",6.7,3866,"166,425",2015
1615,Zhong Kui fu mo: Xue yao mo ling,"Action, Fantasy, Romance",5.4,1053,"165,428",2015
1616,Ssesibong,"Drama, Romance",6,306,"162,082",2015
1617,Louder Than Bombs,Drama,6.6,10281,"161,789",2015
1618,Elser,"Biography, Drama, War",7,6835,"161,531",2015
1619,After the Ball,Comedy,5.9,2533,"160,165",2015
1620,Sunset Song,Drama,6.4,2804,"159,257",2015
1621,Wo shi zheng ren,"Action, Crime, Drama",6,434,"158,978",2015
1622,Geomeun sajedeul,"Mystery, Thriller",6.4,1182,"158,334",2015
1623,Hell and Back,"Animation, Adventure, Comedy",5.4,4142,"156,166",2015
1624,Experimenter,"Biography, Drama, History",6.6,15416,"155,075",2015
1625,Touched with Fire,"Drama, Romance",6.2,1844,"146,070",2015
1626,Manifesto,Drama,6.7,4274,"143,656",2015
1627,Hrútar,Drama,7.3,10262,"141,922",2015
1628,Krisha,Drama,7.2,5521,"140,779",2015
1629,Gekijouban Psycho-Pass,"Animation, Action, Crime",7.2,2037,"138,366",2015
1630,Seumool,"Comedy, Drama, Romance",6.7,1330,"136,125",2015
1631,The Kind Words,Drama,6.8,220,"135,382",2015
1632,Tumbledown,"Comedy, Music, Romance",6.2,5458,"135,026",2015
1633,E gun tian shi,Comedy,4.4,172,"131,058",2015
1634,Zhi zi hua kai,Romance,2.9,109,"131,007",2015
1635,Mississippi Grind,"Comedy, Drama",6.4,16120,"129,747",2015
1636,Cop Car,"Crime, Thriller",6.3,26229,"128,002",2015
1637,Krigen,"Crime, Drama, War",7.1,7994,"122,902",2015
1638,Sweet Bean,Drama,7.4,6576,"119,949",2015
1639,A Journey Through Time with Antony,"Drama, Romance",5.3,92,"119,376",2015
1640,Digging for Fire,Drama,5.8,4755,"119,364",2015
1641,Z for Zachariah,"Drama, Sci-Fi, Thriller",6,24257,"118,483",2015
1642,La loi du marché,Drama,6.8,4841,"112,061",2015
1643,Victor,"Biography, Crime, Drama",6.8,181,"111,594",2015
1644,Memories of the Sword,"Action, Drama, History",6.4,1436,"109,972",2015
1645,Blackhats,"Action, Drama, Thriller",6.4,26,"108,000",2015
1646,Byuti insaideu,"Drama, Romance",7.4,3658,"107,004",2015
1647,Bonobos: Back to the Wild,Drama,7,33,"106,411",2015
1648,Road Hard,Comedy,6.1,1633,"105,943",2015
1649,Aferim!,"Adventure, Comedy, Drama",7.7,5577,"104,706",2015
1650,Results,"Comedy, Romance",5.4,5639,"103,887",2015
1651,Demon,"Drama, Fantasy, Horror",6.1,4016,"102,971",2015
1652,Puerto Ricans in Paris,Comedy,5.3,1309,"102,890",2015
1653,Ghost in the Shell: The New Movie,"Animation, Action, Sci-Fi",6.7,2816,"101,203",2015
1654,The Lure,"Drama, Fantasy, Horror",6.4,4467,"98,818",2015
1655,1915,Drama,4.8,4410,"96,682",2015
1656,Miekkailija,"Biography, Drama, History",7.2,3831,"95,543",2015
1657,James White,Drama,7.1,4948,"94,464",2015
1658,Jie jiu Wu xian sheng,"Action, Crime, Drama",6.7,1801,"92,696",2015
1659,Legends from the Sky,Sci-Fi,6.6,56,"90,706",2015
1660,Le tout nouveau testament,"Comedy, Fantasy",7.1,24545,"89,182",2015
1661,Beasts of No Nation,"Drama, War",7.8,60329,"83,861",2015
1662,Tale of Tales,"Drama, Fantasy, Horror",6.4,22855,"80,809",2015
1663,Mountains May Depart,"Drama, Romance",6.8,4063,"80,244",2015
1664,Nasty Baby,Drama,5.6,2039,"79,800",2015
1665,Queen of Earth,"Drama, Thriller",6.3,4968,"78,353",2015
1666,Tian jiang xiong shi,"Action, Adventure, Drama",6,15958,"74,068",2015
1667,Les cowboys,Drama,6.7,1683,"73,725",2015
1668,Ennu Ninte Moideen,"Biography, Drama, Romance",8,3951,"67,836",2015
1669,3 Generations,Drama,5.8,4591,"66,371",2015
1670,Em La Ba Noi Cua Anh,"Comedy, Music",7.2,314,"65,718",2015
1671,Creative Control,"Drama, Sci-Fi",5.4,1905,"62,480",2015
1672,Too Late,"Drama, Mystery, Thriller",6.7,2131,"60,438",2015
1673,"10,000 Saints","Comedy, Drama, Music",5.9,4746,"59,333",2015
1674,I Smile Back,Drama,6.1,4516,"57,678",2015
1675,Microbe et Gasoil,"Adventure, Comedy, Drama",6.7,1990,"57,491",2015
1676,Hatuna MeNiyar,Drama,6.1,225,"56,177",2015
1677,Ming zhong zhu ding,"Comedy, Romance",5.4,98,"55,239",2015
1678,Regression,"Crime, Horror, Mystery",5.7,31944,"54,734",2015
1679,My King,"Drama, Romance",7.1,8790,"53,809",2015
1680,L'attesa,Drama,6.6,1676,"52,407",2015
1681,Cemetery of Splendor,"Drama, Fantasy",6.8,3413,"51,765",2015
1682,L'ombre des femmes,"Drama, Romance",6.5,1132,"50,291",2015
1683,Turbo Kid,"Action, Adventure, Comedy",6.7,22983,"50,000",2015
1684,Fatima,"Drama, Family",6.4,1165,"49,086",2015
1685,Journal d'une femme de chambre,Drama,5.5,2145,"46,675",2015
1686,Ma ma,Drama,6.4,3155,"46,476",2015
1687,Girl Asleep,"Comedy, Family, Fantasy",6.2,2134,"45,650",2015
1688,Seong-nan Byeon-ho-sa,"Crime, Mystery",6.6,311,"45,260",2015
1689,Entertainment,Drama,5.7,2329,"44,242",2015
1690,Closet Monster,"Drama, Fantasy, Mystery",7,6298,"41,866",2015
1691,Deo Pon,"Action, Mystery, Thriller",6.6,503,"40,516",2015
1692,Birdboy: The Forgotten Children,"Animation, Drama, Horror",7.4,1190,"38,786",2015
1693,Lila & Eve,"Crime, Drama, Mystery",5.8,6905,"37,934",2015
1694,Knock Knock,"Drama, Thriller",4.9,65243,"36,336",2015
1695,"Kill Me, Deadly","Comedy, History, Mystery",7.3,59,"35,225",2015
1696,La belle saison,"Drama, Romance",6.6,2892,"35,034",2015
1697,Broken Horses,"Action, Crime, Drama",5.7,1909,"35,000",2015
1698,Eisenstein in Guanajuato,"Biography, Comedy, Drama",6.3,2186,"34,282",2015
1699,Holy Hell,"Action, Comedy, Horror",6.1,64,"34,215",2015
1700,Songs My Brothers Taught Me,Drama,6.8,591,"34,195",2015
1701,The Forbidden Room,"Comedy, Mystery",6.1,2577,"34,043",2015
1702,Comoara,Comedy,6.7,2278,"33,508",2015
1703,"En mai, fais ce qu'il te plaît","Drama, War",6.7,692,"33,275",2015
1704,Last Cab to Darwin,"Comedy, Drama, Romance",7.2,2988,"32,848",2015
1705,Oneului yeonae,Romance,6.3,917,"32,211",2015
1706,Equals,"Drama, Romance, Sci-Fi",6.1,22677,"32,095",2015
1707,Phantom Boy,"Animation, Fantasy",6.6,1076,"30,987",2015
1708,À peine j'ouvre les yeux,Drama,6.8,1021,"30,924",2015
1709,Mænd & høns,"Comedy, Drama, Mystery",6.7,8565,"30,127",2015
1710,Desde allá,"Drama, Romance",6.6,2899,"30,108",2015
1711,Mr. X,"Action, Crime, Sci-Fi",3.8,1459,"30,097",2015
1712,El Club,"Comedy, Drama, Mystery",7.2,7754,"29,756",2015
1713,The Dog Wedding,"Comedy, Romance",8.7,51,"29,495",2015
1714,Calla Lily,Drama,6.2,257,"28,899",2015
1715,"Rabin, the Last Day","Drama, History",5.8,322,"28,411",2015
1716,Valley of Love,Drama,5.9,1649,"28,289",2015
1717,Kang rinpoche,Drama,7.5,591,"28,184",2015
1718,Love & Taxes,"Comedy, Romance",7.4,21,"26,414",2015
1719,The Daughter,Drama,6.6,3810,"26,376",2015
1720,Boi Neon,Drama,6.8,2212,"26,353",2015
1721,Front Cover,"Comedy, Drama, Romance",6,742,"26,305",2015
1722,Chevalier,"Comedy, Drama",6.3,3355,"25,676",2015
1723,Mr. Right,"Action, Comedy, Romance",6.3,38887,"25,369",2015
1724,Un monstruo de mil cabezas,"Drama, Thriller",6.6,780,"24,852",2015
1725,La tête haute,Drama,7,2765,"24,013",2015
1726,Hâmonî,"Animation, Sci-Fi, Thriller",6.2,559,"23,248",2015
1727,Anesthesia,"Crime, Drama, Thriller",6.1,3445,"22,386",2015
1728,The Grace of Jake,"Comedy, Drama, Music",8,19,"22,345",2015
1729,Lolo,Comedy,5.7,3092,"22,272",2015
1730,Princess Cut,Romance,5.2,256,"22,167",2015
1731,Winning Formula,"Comedy, Crime, Mystery",7.9,11,"21,855",2015
1732,Slow Learners,"Comedy, Romance",5.8,2525,"21,080",2015
1733,Monster Hunt,"Action, Adventure, Comedy",6.2,3873,"21,074",2015
1734,Cosmos,Drama,5.9,1264,"20,991",2015
1735,Band of Robbers,"Adventure, Comedy, Crime",6,3358,"20,555",2015
1736,New World Order,"Action, Crime, Drama",3.2,36,"20,100",2015
1737,The Sea of Trees,Drama,6,10509,"20,083",2015
1738,The Blackcoat's Daughter,"Horror, Thriller",5.9,11451,"19,980",2015
1739,Love Me True,"Comedy, Drama, Romance",5.5,24,"19,887",2015
1740,The Challenger,"Drama, Sport",5.7,1118,"19,003",2015
1741,Seoul Searching,"Comedy, Drama, Music",7.1,674,"18,654",2015
1742,Ktown Cowboys,"Comedy, Drama",6.7,73,"18,400",2015
1743,Jasmine,Thriller,5.9,114,"18,373",2015
1744,Gangnam 1970,Action,6.3,1221,"18,022",2015
1745,Men Go to Battle,"Comedy, Drama, History",5.3,271,"17,950",2015
1746,Strangerland,"Drama, Mystery, Thriller",5.2,7615,"17,472",2015
1747,Tharlo,Drama,7,250,"16,522",2015
1748,Blackway,Thriller,5.2,7052,"16,458",2015
1749,Five Nights in Maine,Drama,4.5,559,"15,138",2015
1750,Far Too Far,"Action, Crime, Drama",8.4,83,"15,000",2015
1751,Growing Up Smith,"Comedy, Drama, Family",6.8,821,"14,867",2015
1752,10 Days in a Madhouse,Drama,6.2,653,"14,616",2015
1753,Lamb,Drama,6.3,1664,"14,547",2015
1754,Yosemite,Drama,4.8,668,"12,153",2015
1755,The Ones Below,"Drama, Thriller",6.1,7556,"12,089",2015
1756,"As Mil e Uma Noites: Volume 1, O Inquieto",Drama,7,1726,"12,017",2015
1757,Maryland,"Drama, Thriller",6.2,4776,"12,000",2015
1758,Being Charlie,"Drama, Romance",6.3,3389,"11,872",2015
1759,The Adderall Diaries,"Crime, Drama, Thriller",5.2,3372,"11,287",2015
1760,Neither Heaven Nor Earth,"Drama, Fantasy, Mystery",6.4,775,"10,162",2015
1761,Made in France,"Crime, Drama, Thriller",6.2,1731,"9,577",2015
1762,The Hallow,Horror,5.7,13345,"8,967",2015
1763,How He Fell in Love,"Drama, Romance",6.4,270,"8,892",2015
1764,Chronic,Drama,6.6,2430,"8,835",2015
1765,Tikkun,"Drama, Mystery",6.5,346,"8,677",2015
1766,DJ Stan Da Man,Comedy,8.3,20,"8,450",2015
1767,Golden Kingdom,Drama,6.7,91,"8,077",2015
1768,The Dark Below,Thriller,4.5,221,"7,095",2015
1769,Into the Forest,"Drama, Sci-Fi, Thriller",5.9,14472,"6,438",2015
1770,Sunsu-ui sidae,"Action, Drama, Romance",5.9,244,"6,316",2015
1771,Southbound,"Fantasy, Horror, Thriller",5.9,13562,"6,250",2015
1772,"As Mil e Uma Noites: Volume 2, O Desolado",Drama,7.2,1108,"6,197",2015
1773,Mediterranea,Drama,6.5,1188,"5,846",2015
1774,Tanna,"Adventure, Drama, Romance",6.9,3402,"5,711",2015
1775,D'Ardennen,Drama,6.8,4019,"5,638",2015
1776,The Girl in the Book,Drama,6.2,3521,"5,249",2015
1777,"Sex, Death and Bowling","Comedy, Drama, Family",5.2,297,"5,236",2015
1778,Ashby,"Comedy, Drama, Romance",6.4,13097,"4,631",2015
1779,Intersection,"Crime, Drama, Mystery",7.9,70,"4,610",2015
1780,Death Valley,"Crime, Drama, Mystery",3.8,334,"4,344",2015
1781,"As Mil e Uma Noites: Volume 3, O Encantado",Drama,6.5,880,"4,290",2015
1782,Synchronicity,"Drama, Mystery, Romance",5.5,9005,"4,267",2015
1783,Vergine giurata,Drama,6.3,800,"4,235",2015
1784,The Automatic Hate,"Comedy, Drama",6.3,779,"4,233",2015
1785,Coming Through the Rye,Drama,6.3,676,"4,000",2015
1786,Dan's Humongous Apartment,"Comedy, Drama",6.6,53,"3,873",2015
1787,Mi America,"Crime, Drama",4.8,363,"3,330",2015
1788,Burning Bodhi,Drama,6.3,2181,"3,289",2015
1789,Rogue One,"Action, Adventure, Sci-Fi",7.8,450604,"532,177,324",2016
1790,Finding Dory,"Animation, Adventure, Comedy",7.3,202487,"486,295,561",2016
1791,Captain America: Civil War,"Action, Adventure, Sci-Fi",7.8,533266,"408,084,349",2016
1792,The Secret Life of Pets,"Animation, Adventure, Comedy",6.5,153299,"368,384,330",2016
1793,The Jungle Book,"Adventure, Drama, Family",7.4,232306,"364,001,123",2016
1794,Deadpool,"Action, Adventure, Comedy",8,777521,"363,070,709",2016
1795,Zootopia,"Animation, Adventure, Comedy",8,361286,"341,268,248",2016
1796,Batman v Superman: Dawn of Justice,"Action, Adventure, Fantasy",6.5,552708,"330,360,194",2016
1797,Suicide Squad,"Action, Adventure, Fantasy",6.1,503598,"325,100,054",2016
1798,Sing,"Animation, Comedy, Family",7.1,106517,"270,395,425",2016
1799,Moana,"Animation, Adventure, Comedy",7.6,208122,"248,757,044",2016
1800,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy",7.3,333450,"234,037,575",2016
1801,Doctor Strange,"Action, Adventure, Fantasy",7.5,461241,"232,641,920",2016
1802,Hidden Figures,"Biography, Drama, History",7.8,159736,"169,607,287",2016
1803,Jason Bourne,"Action, Thriller",6.6,183267,"162,434,410",2016
1804,Star Trek: Beyond,"Action, Adventure, Sci-Fi",7.1,202287,"158,848,340",2016
1805,X-Men: Apocalypse,"Action, Adventure, Sci-Fi",7,335639,"155,442,489",2016
1806,Trolls,"Animation, Adventure, Comedy",6.5,60105,"153,707,064",2016
1807,La La Land,"Comedy, Drama, Music",8.1,404420,"151,101,803",2016
1808,Kung Fu Panda 3,"Animation, Action, Adventure",7.1,108938,"143,528,619",2016
1809,Split,"Horror, Thriller",7.3,296142,"138,291,365",2016
1810,Ghostbusters,"Action, Comedy, Fantasy",5.3,178765,"128,344,089",2016
1811,Central Intelligence,"Action, Comedy, Crime",6.3,128604,"127,440,871",2016
1812,The Legend of Tarzan,"Action, Adventure, Drama",6.3,144182,"126,643,061",2016
1813,Sully,"Biography, Drama",7.5,188885,"125,070,033",2016
1814,Bad Moms,Comedy,6.2,95820,"113,257,297",2016
1815,Angry Birds,"Animation, Action, Adventure",6.3,67026,"107,509,366",2016
1816,Independence Day: Resurgence,"Action, Adventure, Sci-Fi",5.2,150035,"103,144,286",2016
1817,The Conjuring 2,"Horror, Mystery, Thriller",7.4,181776,"102,470,008",2016
1818,Arrival,"Drama, Mystery, Sci-Fi",7.9,480880,"100,546,139",2016
1819,Passengers,"Drama, Romance, Sci-Fi",7,290747,"100,014,699",2016
1820,Sausage Party,"Animation, Adventure, Comedy",6.2,152753,"97,661,826",2016
1821,The Magnificent Seven,"Action, Adventure, Western",6.9,161138,"93,432,655",2016
1822,Ride Along 2,"Action, Comedy",5.9,46473,"90,835,030",2016
1823,Don't Breathe,"Crime, Horror, Thriller",7.1,175111,"89,217,875",2016
1824,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Fantasy",6.7,134512,"87,242,834",2016
1825,The Accountant,"Action, Crime, Drama",7.4,221859,"86,260,045",2016
1826,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy",6,74398,"82,051,601",2016
1827,The Purge: Election Year,"Action, Horror, Thriller",6,76214,"79,003,080",2016
1828,Alice Through the Looking Glass,"Adventure, Family, Fantasy",6.2,74847,"77,042,381",2016
1829,Pete's Dragon,"Action, Adventure, Comedy",6.7,47603,"76,233,151",2016
1830,The Girl on the Train,"Crime, Drama, Mystery",6.5,142439,"75,395,035",2016
1831,Boo! A Madea Halloween,"Comedy, Horror",4.7,6528,"73,159,525",2016
1832,Storks,"Animation, Adventure, Comedy",6.8,48148,"72,679,278",2016
1833,10 Cloverfield Lane,"Drama, Horror, Mystery",7.2,249564,"71,897,215",2016
1834,Lights Out,Horror,6.3,95179,"67,268,835",2016
1835,Hacksaw Ridge,"Biography, Drama, History",8.1,342406,"67,209,615",2016
1836,Allegiant,"Action, Adventure, Mystery",5.7,89624,"66,184,051",2016
1837,Now You See Me 2,"Action, Adventure, Comedy",6.5,202404,"65,075,540",2016
1838,Ice Age: Collision Course,"Animation, Adventure, Comedy",5.7,45491,"64,063,008",2016
1839,The Boss,Comedy,5.4,37273,"63,034,755",2016
1840,London Has Fallen,"Action, Thriller",5.9,119609,"62,678,608",2016
1841,Miracles from Heaven,"Biography, Drama, Family",7.1,16335,"61,693,523",2016
1842,Deepwater Horizon,"Action, Drama, History",7.1,126848,"61,284,947",2016
1843,Why Him?,Comedy,6.2,85025,"60,269,575",2016
1844,My Big Fat Greek Wedding 2,"Comedy, Romance",6,25041,"59,573,085",2016
1845,Jack Reacher: Never Go Back,"Action, Adventure, Thriller",6.1,114454,"58,697,076",2016
1846,Fences,Drama,7.2,80763,"57,642,961",2016
1847,Me Before You,"Drama, Romance",7.4,158563,"56,245,075",2016
1848,The BFG,"Adventure, Family, Fantasy",6.4,66108,"55,483,770",2016
1849,Neighbors 2: Sorority Rising,Comedy,5.7,97394,"55,291,815",2016
1850,The Shallows,"Drama, Horror, Thriller",6.3,102030,"55,121,623",2016
1851,Office Christmas Party,Comedy,5.8,52982,"54,730,514",2016
1852,Assassin's Creed,"Action, Adventure, Fantasy",5.8,159183,"54,647,948",2016
1853,Barbershop: The Next Cut,"Comedy, Drama",5.9,12863,"54,030,051",2016
1854,13 Hours,"Action, Drama, History",7.3,98503,"52,853,219",2016
1855,Lion,"Biography, Drama",8.1,169255,"51,694,854",2016
1856,The Huntsman: Winter's War,"Action, Adventure, Drama",6.1,83289,"48,390,190",2016
1857,Kubo and the Two Strings,"Animation, Action, Adventure",7.8,99703,"48,023,088",2016
1858,Manchester by the Sea,Drama,7.8,200549,"47,695,120",2016
1859,Warcraft,"Action, Adventure, Fantasy",6.9,218740,"47,365,290",2016
1860,How to Be Single,"Comedy, Drama, Romance",6.1,71270,"46,813,366",2016
1861,Mike and Dave Need Wedding Dates,"Adventure, Comedy, Romance",6,71436,"46,007,113",2016
1862,The Great Wall,"Action, Adventure, Fantasy",6,104509,"45,540,830",2016
